title,description,url
Higher Education Emergency Relief Fund | CSUEB,"California State University, East Bay has received the Higher Education Emergency Relief Fund II (HEERF II) as authorized by the Coronavirus Response and Relief ...",https://www.csueastbay.edu/coronavirus-information/higher-education-emergency-relief-fund.html
Sponsor | oaklandlgbtqcenter,COMMUNITY BASED PARTNERSHIPS & FUNDING SOURCES · We would also like to thank the hundreds of individual donors who help to keep our doors open! Join them by ...,https://www.oaklandlgbtqcenter.org/supporters
Three LGBTQ+ Restaurateurs Awarded $100K Grants from $2 ...,"Three LGBTQ+ Restaurateurs Awarded $100K Grants from $2 Million Covid Relief Fund ... CHICAGO, Nov. 30, 2021 /PRNewswire/ -- The National LGBT ...",https://media.grubhub.com/media/News/press-release-details/2021/Three-LGBTQ-Restaurateurs-Awarded-100K-Grants-from-2-Million-Covid-Relief-Fund/default.aspx
Black LGBTQIA+ Migrant Project (BLMP) - Transgender Law ...,BLMP is providing cash assistance to Black LGBTQ+ migrants and first generation people dealing with the impact of COVID-19. Donate via the form to the right ...,https://transgenderlawcenter.org/programs/blmp
LGBTQ Things to Do & Pride in Oakland,"Every September. Together we celebrate the cultures and diversity of the Lesbian, Gay, Bisexual, Transgender, and Queer (LGBTQ) community in Oakland and the ...",https://www.visitoakland.com/things-to-do/pride/
Community Resources - East Bay - Kaiser Permanente,"COVID-19: Latest updates about the vaccine, testing, how to protect yourself and get care ... LGBT Community Center in SF ... Oakland, CA 94611.",https://thrive.kaiserpermanente.org/care-near-you/northern-california/eastbay/departments/gender-affirming-care/community-resources/
Division of Research home,We provide support and direction to external partners and clinician researchers with all ... clinical research within Kaiser Permanente Northern California.,https://divisionofresearch.kaiserpermanente.org/
LGBTQ Employees and the COVID-19 Pandemic - Out ...,As the COVID-19 pandemic continues to reshape day-to-day business ... efforts and year-long plans to support the LGBTQ community by implementing the ...,https://outandequal.org/covid19-lgbtq/
Oakland organization focuses on struggles of Black-owned ...,"Even amid a nationwide reckoning about racism, minority-owned businesses are experiencing disproportionate impacts from the coronavirus ...",https://www.sfchronicle.com/business/article/Oakland-organization-focuses-on-struggles-of-15397388.php
Coronavirus: Port of Oakland pleads with state for financial help,"A handful of travelers make their way through Terminal 1 at Oakland International Airport in Oakland, Calif. Thursday, January 30, 2020.",https://www.sfchronicle.com/business/article/Coronavirus-Port-of-Oakland-pleads-with-state-15238394.php
"Resources | Diversity, Equity & Inclusion - Oakland County ...","COVID-19 General. Help Hotline. The Help Hotline offers non-medical information, resources, and local community assistance referrals. Monday – Friday, ...",https://www.oakgov.com/equity/Pages/resources.aspx
"Wilson & Kratzer Mortuaries, Civic Center Chapel - Richmond ...","Wilson & Kratzer Mortuaries, Civic Center Chapel. Our compassionate staff provides burial and cremation services for Richmond, CA. Call us anytime - 24/7.",https://www.civiccenterchapel.com/
COVID-19 Community Resources Directory - Richmond Main ...,"Spend your dollars at Downtown businesses! Visit our Business Directory for the most up to date info, check your inbox, and stay tuned to our social media ...",https://www.richmondmainstreet.org/covid19-community-resources-directory/
Resources | Legal Assistance | Food Services,Housing is Key is maintained by the California Department of Real Estate. Learn More… Download CA COVID-19 Rent Relief Information,https://www.richmondnhs.org/resources/
Resources in Contra Costa County to Provide Aid During COVID,"Richmond's Soulful Softball Sunday Lunch Giveaway: ... Friday, March 20, Covered California opened the health insurance exchange to any.",https://capc-coco.org/wp-content/uploads/2020/04/COVID-Resources-Contra-Costa-County-2.pdf
City Grant Programs,"Child Care; Health, Social and Safety; Parks, Recreation and Community Events. Grant program goals: To improve the quality of life of Richmond ...",https://www.richmond.ca/services/communitysocialdev/socialplanning/citygrant.htm
California Small Business Covid-19 Relief Grant Program,California Small Business Covid-19 Relief Grant Program - Richmond Data ... from CA GO-Biz at https://business.ca.gov/coronavirus-2019/.,https://www.opendatanetwork.com/dataset/www.transparentrichmond.org/pf6x-mcsk
University of Richmond,"The University of Richmond is a highly ranked liberal arts university offering an extraordinary combination of the liberal arts with law, business, ...",https://www.richmond.edu/
West County Wastewater,"Richmond, CA – West County Wastewater's Board of Directors on Wednesday, February 16, ... are temporarily closed to the public due to the COVID-19 pandemic.",https://www.wcwd.org/
Federal rent relief program rolls out in Contra Costa County,"This funding for COVID-19 relief cannot come any sooner to help ... of confidence in our rent relief program,” said California Business, ...",https://richmondstandard.com/richmond/2021/03/16/federal-rent-relief-program-rolls-out-in-contra-costa-county/
Stay Engaged - How You Can Help During COVID-19,Your donation will directly support trusted and vetted local nonprofit partners and focus on meeting community needs. Greater Richmond Interfaith Program ...,http://www.ci.richmond.ca.us/3923/Stay-Engaged
Community Resources - RCF Connects,RCF Connects (formerly Richmond Community Foundation) offers resources that will help the community thrive. Assistance for our Neighbors. COVID-19 Emergency ...,https://www.rcfconnects.org/workshops-training/resources-for-the-community/
CocoKids Contra Costa County Child Care Resource and ...,"Early education, quality child care training for needs of Contra Costa County children, families, early educators, businesses and communities.",https://www.cocokids.org/
West Contra Costa Public Education Fund: EdFund West,2021 Arts Grant Awardees ... COVID-19 RAPID RESPONSE FUND FOR STUDENTS & SCHOOLS ... +$2.2 Million raised for the Richmond Rapid Response Fund.,https://www.edfundwest.org/
The California Endowment: Home,"... communities where youth and adults thrive and all community members develop their full potential, thus achieving greater health equity for all Californians.",https://www.calendow.org/
Richmond Rapid Response Fund,"PRESS RELEASE | September 22, 2020 | Richmond mayor, community leaders update the public on Richmond Rapid Respond Fund, seek support for phase two | READ>>.",https://www.richmondresponsefund.org/
Current Needs - Bay Area Rescue Mission | Shelter Items ...,"Non-cash donations are needed and accepted, including food, clothing, ... Current Needs and Non-Cash Giving ... 123 Macdonald Avenue, Richmond, CA 94801",https://www.bayarearescue.org/make-a-donation/current-needs/
Rosie the Riveter Trust,"Rosie the Riveter Trust is the official nonprofit partner of Rosie the Riveter/World War II Home Front National Historical Park located in Richmond, ...",https://rosietheriveter.org/
"2020-2021 COVID-19 Mini-Grants | Richmond, CA","In October 2020, we awarded 9 mini-grants totaling $4,225 to volunteer-based projects. Our metrics show that grantees collectively engaged 342 volunteers in ...",https://www.ci.richmond.ca.us/3985/2020-2021-COVID-19-Mini-Grants
RYSE Center,"... in the hands of our youth. RYSE Commons, Youth Power, Richmond, BIPOC, youth ... Saturday, May 14, 2022 2pm - 5:30pm 3939 Bissell Avenue, Richmond, CA.",https://rysecenter.org/
"Housing Programs | El Cerrito, CA - Official Website",Richmond Neighborhood Housing Services is administering the California ... The CA COVID-19 Rent Relief Program will help income-eligible El Cerrito tenants ...,https://www.el-cerrito.org/506/Affordable-Housing
ACCE Action,"Learn Your COVID Eviction Protections ... across the entire state of California to #CancelRent, yesterday, the California legislature passed AB 832, ...",https://www.acceaction.org/
"Private High School East Bay, CA | Salesian College Prep","Our 21 acre property spans the two East Bay cities of Richmond and San Pablo, California. We are an academically strong, and athletically competitive, ...",https://www.salesian.com/
"California Emergency Rent Assistance Program | Richmond, CA",Income eligible households who need financial assistance for unpaid rent and utilities will be able to apply for help through the California COVID-19 Rent ...,http://www.ci.richmond.ca.us/4147/California-Emergency-Rent-Assistance-Pro
Financial Services - Contra Costa County,"Results 1 - 10 of 44 — www.housing.ca.gov/covid_rr/. Sacramento, CA 95833. (833) 430-2122. COVID Rental Assistance - Northern California Land Trust.","https://cccc.myresourcedirectory.com/index.php?option=com_cpx&task=search.query&all=covid&any=&none=King,%20hera,%20senior,%20transgender,%20immigration,%20trinity,%20tay&city=&county=&state=&geo_zipcode=&geo_city=&geo_county=&geo_state=&volunteer_query=&wishlist_query=&unit_list=&code=bv-8900.9300,%20BH-3800.7000,%20bh-3500.3400-250,%20bh-3500.3400,%20db-0900,%20nl-3000.1500,%20dm-1800,%20nl-1000.8500,%20ft-1000.9500,%20ns-1800.8000,%20ns-1800.8000-800,%20ns-1000.8000,%20ns-7000.8000,%20nl-1000.8100-800,%20nl-1000.8100-820,%20NT-8900&target_pop_id=&group_id=&client_app=website&sort_distance=asc&name=Financial-Services-icon-money"
